Country,Gender,Wage_hour,Wage_month,Education,Education_years,Experience_years,Partner,Nationality,Numeracy_score
FRA,Male,15.414258189,3000,Upper_second,14,10,Yes,National,233.42764
FRA,Female,9.9091659785,1500,Upper_second,14,19,,National,265.00673
FRA,Female,9.1268634013,1500,Tertiary,15,4,,National,275.71722
FRA,Male,18.497109827,4000,Tertiary,17,12,Yes,National,315.10073
FRA,Female,13.005780347,1800,Tertiary,15,15,Yes,National,279.73176
FRA,Female,13.851156069,1917,Secondary,12,18,Yes,National,279.20853
FRA,Male,9.1268634013,1500,Secondary,12,15,Yes,National,259.24226
FRA,Female,6.2620423892,650,Upper_second,14,4,Yes,National,255.86376
FRA,Male,15.028901734,2600,Upper_second,14,16,Yes,National,359.36428
FRA,Female,9.9091659785,1500,Tertiary,20,7,Yes,National,332.81959
FRA,Female,12.283236994,1700,Secondary,11,30,Yes,Non_national,218.26377
FRA,Male,10.671409515,1800,Secondary,5,2,No,Non_national,139.43406
FRA,Female,6.7382328654,1020,Secondary,11,1,No,National,210.55945
FRA,Male,19.421965318,4200,Secondary,12,32,Yes,National,245.34066
FRA,Female,12.757565454,938,Secondary,11,25,Yes,National,284.80456
FRA,Male,11.560693642,1900,Secondary,5,25,Yes,National,193.80117
FRA,Female,16.515276631,2500,Secondary,13,21,Yes,National,275.48869
FRA,Female,17.126953543,2000,Tertiary,15,17,No,National,393.54258
FRA,Female,4.9132947977,1700,Secondary,12,2,No,National,336.36599
FRA,Female,16.599970357,2800,Upper_second,14,17,Yes,National,190.42369
FRA,Male,15.009083402,2272,Secondary,11,39,Yes,National,212.59883
FRA,Female,11.838150289,2560,Tertiary,15,17,No,National,269.11901
FRA,Male,12.881915772,1950,Tertiary,15,14,Yes,National,296.98025
FRA,Female,9.9984377441,1600,Secondary,12,15,Yes,National,326.94239
FRA,Male,8.5879438481,1300,Secondary,5,6,Yes,Non_national,153.84279
FRA,Female,17.645269242,2900,Tertiary,15,10,Yes,National,280.72772
FRA,Male,13.386066322,2200,Secondary,11,19,Yes,National,266.24765
FRA,Female,8.5914207484,1412,Tertiary,15,3,Yes,National,305.65903
FRA,Female,11.817597945,2300,Tertiary,15,16,No,National,353.91631
FRA,Male,10.930110352,2600,Secondary,11,25,Yes,National,223.31277
FRA,Female,10.115606936,1400,Primary,5,29,,National,277.71023
FRA,Male,13.526011561,2340,Secondary,11,24,,National,313.38758
FRA,Male,11.2642656,1900,Secondary,9,37,Yes,National,310.21586
FRA,Female,8.0924855491,700,Secondary,11,32,,National,239.11627
FRA,Male,31.529164477,3000,Secondary,14,31,Yes,National,275.38749
FRA,Male,16.184971098,2800,Upper_second,14,37,Yes,National,278.36422
FRA,Female,8.0462427746,870,Secondary,11,24,Yes,National,195.44822
FRA,Male,13.542526837,2050,Secondary,9,36,,National,224.57326
FRA,Female,23.121387283,1500,Secondary,9,15,,National,219.26512
FRA,Female,14.533443435,2200,Secondary,5,23,Yes,National,225.84608
FRA,Female,12.551610239,1900,Secondary,11,40,Yes,National,243.97542
FRA,Female,17.241948803,2610,Tertiary,15,3,No,National,309.03786
FRA,Male,17.785682526,3000,Tertiary,15,26,,National,332.3439
FRA,Male,9.3735353851,1500,Secondary,5,16,No,National,166.2512
FRA,Male,15.211439002,2500,Secondary,13,1,No,National,303.24199
FRA,Female,10.404624277,900,Upper_second,14,15,Yes,Non_national,175.60245
FRA,Male,10.343778521,1700,Tertiary,15,12,Yes,Non_national,323.7097
FRA,Female,9.3014037985,1408,Secondary,5,12,Yes,National,216.09865
FRA,Female,9.063583815,1176,Primary,5,40,Yes,National,230.15554
FRA,Male,16.515276631,3000,Tertiary,14,12,Yes,National,344.71475
FRA,Female,7.9550070302,1273,Secondary,11,20,Yes,National,213.85684
FRA,Male,13.760349945,2202,Secondary,11,36,Yes,National,207.3776
FRA,Female,8.6705202312,1500,Secondary,11,30,No,National,155.7153
FRA,Female,10.671409515,1800,Secondary,5,7,,Non_national,221.85271
FRA,Male,15.819896562,2600,Secondary,5,12,Yes,National,215.09012
FRA,Female,9.633911368,1500,Secondary,9,8,Yes,Non_national,242.0214
FRA,Male,10.569777044,1600,Secondary,9,32,Yes,National,186.66755
FRA,Male,11.230388109,1700,Secondary,12,7,Yes,National,344.11084
FRA,Female,5.2023121387,900,Primary,5,13,Yes,Non_national,245.93139
FRA,Female,9.7052023121,1679,Secondary,11,10,Yes,National,209.0021
FRA,Female,9.4335260116,1428,Secondary,11,32,Yes,National,192.01575
FRA,Male,16.76300578,2900,Tertiary,15,29,Yes,National,320.64601
FRA,Female,11.230388109,1700,Secondary,12,17,No,National,291.29889
FRA,Female,20.552344252,3200,Tertiary,15,25,Yes,National,305.01075
FRA,Male,16.647398844,3600,Tertiary,17,29,Yes,National,314.2823
FRA,Female,12.138728324,2100,Upper_second,14,0,No,National,272.43213
FRA,Female,9.0229804032,1600,Secondary,11,1,No,National,170.39476
FRA,Female,12.169151202,2000,Secondary,11,30,Yes,National,217.04247
FRA,Female,8.3922072361,980,Secondary,11,40,,National,222.90951
FRA,Male,12.881915772,1950,Secondary,11,10,Yes,National,341.59249
FRA,Male,11.543775553,2047,Secondary,12,8,Yes,National,280.66815
FRA,Female,15.414258189,3000,Upper_second,14,30,Yes,National,240.44373
FRA,Female,15.414258189,2000,Tertiary,15,6,Yes,National,341.84397
FRA,Female,9.2485549133,1400,Upper_second,14,10,Yes,National,287.21549
FRA,Male,24.405908799,1900,Tertiary,15,30,Yes,Non_national,269.22382
FRA,Male,10.200612037,1500,Secondary,11,26,Yes,National,291.33358
FRA,Male,12.774566474,2210,Secondary,11,5,Yes,National,223.43293
FRA,Female,10.789980732,1400,Upper_second,14,15,Yes,National,303.95168
FRA,Male,9.7623635196,1900,Primary,5,24,,National,243.13081
FRA,Female,6.4226075787,500,Secondary,5,22,Yes,National,184.69431
FRA,Male,11.560693642,900,Secondary,9,7,No,National,205.87692
FRA,Female,11.758876961,1780,Upper_second,14,7,Yes,National,274.00479
FRA,Male,12.947976879,2800,Secondary,11,25,No,National,234.69152
FRA,Male,10.98265896,1900,Secondary,11,28,Yes,National,184.72387
FRA,Female,9.6565793948,710,Secondary,12,14,Yes,National,223.26876
FRA,Male,12.551610239,1900,Secondary,13,9,Yes,National,283.7595
FRA,Male,12.49804718,2000,Secondary,11,41,Yes,National,273.46634
FRA,Male,8.7486330261,1400,Secondary,11,16,No,Non_national,93.73367
FRA,Male,16.515276631,2500,Secondary,11,33,,Non_national,249.89396
FRA,Female,12.351958895,2404,Secondary,9,25,Yes,National,259.47678
FRA,Male,5.0338563171,762,Primary,5,8,Yes,National,133.97469
FRA,Male,14.450867052,2500,Tertiary,17,3,,National,306.22129
FRA,Female,13.225433526,2860,Tertiary,15,33,Yes,Non_national,237.74206
FRA,Male,13.212221305,2000,Secondary,11,37,Yes,National,209.05365
FRA,Female,13.87283237,2100,Upper_second,14,15,Yes,National,356.42549
FRA,Female,5.1380860629,800,Secondary,12,2,Yes,National,
FRA,Male,13.517118719,2280,Upper_second,14,20,Yes,National,375.99259
FRA,Male,11.230388109,1700,Secondary,5,32,No,National,119.46181
FRA,Male,3.7572254335,650,Secondary,5,1,No,National,241.26206
FRA,Male,12.449977768,2100,Upper_second,14,15,Yes,National,324.95405
FRA,Male,16.515276631,2500,Tertiary,15,23,Yes,National,306.62696
FRA,Male,18.74707077,3000,Upper_second,14,37,Yes,National,320.67587
FRA,Female,11.560693642,1200,Secondary,12,12,No,National,312.62349
FRA,Male,9.843104872,1490,Secondary,11,1,No,National,231.6774
FRA,Male,14.997656616,2400,Upper_second,14,38,Yes,National,244.21598
FRA,Female,15.595926232,2833,Tertiary,15,23,No,National,311.86679
FRA,Female,16.247461334,2600,Upper_second,14,5,Yes,National,275.67235
FRA,Male,11.857121684,2000,Secondary,11,29,Yes,National,222.03773
FRA,Female,11.560693642,1800,Secondary,13,27,Yes,National,244.99376
FRA,Female,3.8535645472,200,Secondary,11,1,No,National,271.39411
FRA,Male,15.075144509,2282,Upper_second,14,15,Yes,National,288.25262
FRA,Male,13.040462428,2538,Tertiary,14,14,,National,305.14517
FRA,Male,12.551610239,1900,Secondary,11,23,,National,265.38713
FRA,Female,10.830057803,1171,Secondary,11,19,Yes,National,241.0138
FRA,Female,9.633911368,1250,Secondary,9,29,,National,244.39068
FRA,Male,10.343778521,1700,Tertiary,17,4,Yes,National,285.44258
FRA,Female,8.6705202312,1500,Secondary,11,34,Yes,Non_national,154.77259
FRA,Male,16.184971098,2800,Secondary,11,39,Yes,National,284.20556
FRA,Female,16.515276631,2500,Upper_second,14,20,Yes,National,284.06083
FRA,Male,9.9091659785,1500,Tertiary,15,5,Yes,National,334.17581
FRA,Male,9.633911368,2500,Secondary,13,33,Yes,National,292.57459
FRA,Female,10.789980732,980,Secondary,12,4,No,National,265.74345
FRA,Male,17.175887696,2600,Secondary,11,40,Yes,National,279.0839
FRA,Female,11.560693642,1500,Secondary,12,11,,National,229.58226
FRA,Female,13.199009083,1998,Secondary,12,8,Yes,National,258.88937
FRA,Female,8.2750228172,680,Primary,5,9,Yes,Non_national,224.68456
FRA,Male,24.855491329,4300,Tertiary,17,14,Yes,National,311.08842
FRA,Male,9.9091659785,1500,Secondary,11,22,Yes,National,244.80117
FRA,Male,13.635689936,2300,Secondary,12,5,,National,314.91498
FRA,Female,17.175887696,2600,Secondary,12,26,Yes,National,307.87773
FRA,Male,23.746289642,3800,Tertiary,15,27,Yes,National,339.42117
FRA,Female,10.4596752,950,Secondary,5,5,Yes,National,220.6091
FRA,Male,15.414258189,2600,Secondary,11,9,No,National,228.37034
FRA,Female,9.7353209614,1600,Secondary,11,0,Yes,National,284.17543
FRA,Male,11.857121684,2000,Secondary,11,3,No,National,242.91116
FRA,Female,10.952236082,1800,Tertiary,17,7,Yes,National,304.27284
FRA,Female,14.821402105,2500,Tertiary,17,4,Yes,National,293.22776
FRA,Male,13.87283237,2100,Secondary,11,43,Yes,National,231.80592
FRA,Female,13.212221305,2000,Secondary,12,37,,National,291.31459
FRA,Female,13.487475915,4200,Upper_second,14,25,Yes,National,302.09492
FRA,Male,18.497109827,3600,Tertiary,17,12,Yes,National,287.73088
FRA,Male,9.9091659785,1500,Secondary,5,30,,National,241.65471
FRA,Female,14.335260116,3100,Upper_second,14,17,Yes,National,273.51434
FRA,Female,6.3154417836,956,Tertiary,14,1,No,National,266.47591
FRA,Female,9.9091659785,1800,Secondary,5,13,Yes,Non_national,109.22973
FRA,Male,10.569777044,1600,Secondary,11,36,Yes,National,239.4323
FRA,Male,32.369942197,5600,Secondary,11,41,Yes,National,223.34002
FRA,Female,9.9091659785,1500,Secondary,11,33,No,National,111.57676
FRA,Male,11.230388109,1700,Secondary,13,19,,National,299.32833
FRA,Female,15.134599505,2291,Tertiary,17,13,No,National,329.26743
FRA,Male,13.212221305,2000,Secondary,9,31,Yes,National,251.24291
FRA,Male,11.560693642,2000,Secondary,12,0,No,National,280.01077
FRA,Female,11.641930948,1863,Secondary,11,34,,National,228.85104
FRA,Male,9.2485549133,2000,Tertiary,14,2,,National,283.63899
FRA,Male,5.2848885219,1600,Secondary,11,12,Yes,National,267.74986
FRA,Male,14.960897654,2200,Secondary,12,23,Yes,National,263.13828
FRA,Female,10.239471511,1550,Upper_second,14,3,,National,311.79567
FRA,Female,22.350674374,3770,Tertiary,17,10,Yes,National,299.58017
FRA,Male,8.8310854207,1375,Secondary,5,14,Yes,Non_national,54.66627
FRA,Female,12.449977768,2100,Secondary,12,4,Yes,National,292.01022
FRA,Female,9.9935773924,1167,Secondary,11,21,Yes,National,271.07052
FRA,Female,9.633911368,250,Secondary,9,15,Yes,National,253.29036
FRA,Male,14.599504542,2210,Secondary,11,7,Yes,National,281.65708
FRA,Male,10.900082576,1650,Tertiary,15,34,Yes,National,252.01689
FRA,Male,9.1410135771,1700,Secondary,13,10,Yes,National,299.32998
FRA,Male,8.0924855491,700,Secondary,11,19,No,National,265.16054
FRA,Male,11.560693642,2750,Secondary,5,36,Yes,National,285.26091
FRA,Male,7.2667217176,1100,Tertiary,15,5,,National,284.71543
FRA,Male,13.859620149,2098,Secondary,9,38,Yes,National,267.09709
FRA,Male,11.230388109,1700,Secondary,5,29,Yes,Non_national,137.66373
FRA,Male,15.260115607,3960,Upper_second,14,14,Yes,National,274.35093
FRA,Male,10.019267823,260,Secondary,12,2,No,National,214.00846
FRA,Female,9.7770437655,1480,Secondary,11,14,Yes,National,199.1162
FRA,Female,9.8265895954,850,Secondary,5,33,No,National,153.05778
FRA,Male,15.854665566,2400,Secondary,11,35,Yes,National,202.8767
FRA,Male,7.9273327828,1200,Secondary,9,2,No,National,189.29336
FRA,Female,18.082110568,3050,Upper_second,14,15,No,National,258.97384
FRA,Male,7.3988439306,1600,Secondary,11,7,Yes,National,216.46241
FRA,Female,23.121387283,3900,Secondary,12,39,Yes,National,252.0066
FRA,Female,14.863748968,1800,Upper_second,14,10,Yes,National,328.30946
FRA,Female,3.9636663914,120,Primary,5,9,No,National,99.96102
FRA,Female,12.449977768,2100,Secondary,12,28,Yes,National,305.89481
FRA,Female,13.635689936,2300,Upper_second,14,24,No,National,234.6648
FRA,Male,9.2485549133,1600,Secondary,12,3,,National,339.76792
FRA,Male,12.401471361,2950,Upper_second,14,9,Yes,National,309.88109
FRA,Female,7.2023121387,623,Secondary,5,,,National,207.97499
FRA,Female,10.364987614,1569,Primary,5,34,,National,223.93299
FRA,Male,16.056518947,2500,Upper_second,14,15,Yes,National,314.7888
FRA,Male,9.2485549133,2400,Secondary,13,12,Yes,National,236.89974
FRA,Male,15.414258189,3000,Secondary,11,27,Yes,National,294.4909
FRA,Female,17.785682526,3000,Secondary,9,33,Yes,National,305.74662
FRA,Male,10.569777044,1600,Secondary,13,13,Yes,Non_national,216.67557
FRA,Male,12.449977768,2100,Secondary,11,17,Yes,National,277.08149
FRA,Female,9.9091659785,1500,Secondary,11,14,No,National,240.63519
FRA,Male,12.845215157,2500,Tertiary,20,5,Yes,National,351.78062
FRA,Female,19.746914545,3160,Upper_second,14,22,Yes,National,288.86608
FRA,Female,9.0173410405,585,Tertiary,17,2,No,National,299.737
FRA,Male,11.890999174,1800,Secondary,11,41,Yes,National,149.93623
FRA,Male,11.230388109,1700,Secondary,11,15,Yes,National,231.49661
FRA,Female,11.43900213,1880,Secondary,12,19,No,National,228.52804
FRA,Female,13.747851898,2200,Upper_second,14,31,No,National,315.6684
FRA,Male,23.121387283,4200,Upper_second,14,22,,National,290.12873
FRA,Male,10.276172126,1600,Tertiary,15,5,Yes,National,310.47673
FRA,Female,23.121387283,5000,Tertiary,17,20,Yes,National,285.22463
FRA,Female,9.5223608153,1565,Secondary,5,5,No,National,236.70783
FRA,Female,4.4194880264,669,Secondary,11,5,No,National,201.02136
FRA,Male,13.87283237,2100,Tertiary,14,12,Yes,National,302.23054
FRA,Female,14.377299002,1368,Upper_second,14,24,Yes,National,288.63162
FRA,Female,17.175887696,2600,Upper_second,14,12,Yes,National,321.91607
FRA,Female,34.682080925,3000,Tertiary,17,30,Yes,National,308.541
FRA,Female,13.005780347,1800,Secondary,12,35,Yes,National,191.68979
FRA,Male,14.450867052,2000,Tertiary,15,14,Yes,National,257.78107
FRA,Male,8.0924855491,1400,Secondary,5,14,Yes,National,165.45116
FRA,Female,9.5986787779,1453,Secondary,12,14,Yes,Non_national,278.15238
FRA,Female,11.560693642,1500,Upper_second,14,38,Yes,National,234.8572
FRA,Female,11.560693642,1600,Secondary,11,25,Yes,National,288.60848
FRA,Female,17.341040462,1800,Secondary,14,34,Yes,National,267.22265
FRA,Female,9.9091659785,1500,Secondary,9,20,Yes,National,95.46172
FRA,Female,13.005780347,1800,Upper_second,14,3,Yes,National,343.55961
FRA,Female,15.414258189,2000,Secondary,11,15,No,National,243.5476
FRA,Male,10.569777044,1600,Secondary,11,16,Yes,National,249.88128
FRA,Male,6.936416185,1500,Upper_second,14,7,Yes,National,283.41126
FRA,Female,11.560693642,1500,Secondary,11,11,No,National,258.98985
FRA,Male,11.303789338,2200,Tertiary,17,7,Yes,National,299.37318
FRA,Male,7.1142730102,1200,Secondary,13,12,No,National,275.70605
FRA,Male,11.890999174,1800,Secondary,12,35,Yes,National,274.37032
FRA,Female,10.900082576,1980,Secondary,11,15,Yes,National,260.36696
FRA,Male,8.5879438481,1300,Upper_second,14,4,No,National,182.57224
FRA,Male,20.346820809,4400,Tertiary,17,10,,National,379.26678
FRA,Female,11.890999174,1800,Upper_second,14,4,Yes,National,278.97766
FRA,Female,7.2667217176,1100,Secondary,11,30,Yes,National,150.56044
FRA,Male,8.7742700459,1480,Secondary,11,11,No,National,273.99553
FRA,Male,10.404624277,1800,Secondary,11,30,,National,181.40665
FRA,Female,18.717313515,3400,Tertiary,17,7,Yes,National,328.45218
FRA,Female,10.98265896,1900,Secondary,11,30,Yes,National,256.00274
FRA,Male,27.085053675,4100,Upper_second,14,26,Yes,National,320.75108
FRA,Female,12.169151202,2000,Secondary,11,38,Yes,National,182.27837
FRA,Female,7.7071290944,900,Secondary,5,24,Yes,Non_national,122.12768
FRA,Male,8.9182493807,1350,Secondary,12,10,,National,251.16212
FRA,Female,11.560693642,1450,Upper_second,14,7,Yes,National,244.8868
FRA,Male,10.787778695,1633,Secondary,11,36,No,National,298.58821
FRA,Female,9.3735353851,1500,Upper_second,14,10,Yes,National,278.40177
FRA,Male,13.212221305,2000,Secondary,11,37,Yes,National,245.07904
FRA,Male,20.552344252,4000,Tertiary,17,4,Yes,National,375.62649
FRA,Female,11.071841453,1676,Secondary,11,24,Yes,National,222.03488
FRA,Female,15.414258189,2600,Upper_second,14,17,Yes,National,311.05721
FRA,Male,10.751445087,1860,Upper_second,14,13,Yes,National,335.93725
FRA,Female,17.341040462,2625,Tertiary,15,19,Yes,National,336.23723
FRA,Female,11.689145793,910,Secondary,5,20,Yes,National,281.55496
FRA,Female,40.158198966,3300,Tertiary,17,33,Yes,National,299.1616
FRA,Female,9.4203137903,1426,Secondary,9,35,No,National,230.97646
FRA,Male,12.221304707,1850,Secondary,13,22,Yes,National,280.96337
FRA,Male,12.45251858,1885,Secondary,11,17,Yes,National,295.80672
FRA,Male,43.352601156,1500,Tertiary,15,23,,National,287.34566
FRA,Male,9.485697347,1600,Upper_second,14,1,No,National,268.42803
FRA,Male,10.078553431,1700,Secondary,13,10,Yes,National,284.95396
FRA,Female,3.5722543353,309,Secondary,13,5,No,National,233.89971
FRA,Male,11.890999174,1800,Secondary,12,30,Yes,National,229.63196
FRA,Male,13.212221305,2000,Tertiary,15,5,,National,338.05077
FRA,Male,15.260115607,3300,Tertiary,14,14,Yes,National,307.02899
FRA,Male,14.533443435,2200,Upper_second,14,20,Yes,National,281.53786
FRA,Female,10.019267823,1300,Secondary,11,31,Yes,National,303.28489
FRA,Male,16.541165443,2647,Tertiary,15,24,Yes,National,280.94168
FRA,Female,22.512929723,3700,Secondary,11,40,,National,242.96505
FRA,Female,8.4778420039,1430,Secondary,5,,Yes,National,255.49861
FRA,Female,8.5317919075,1476,Secondary,5,30,,National,207.62622
FRA,Female,11.316634554,1762,Secondary,11,24,Yes,National,250.53604
FRA,Male,12.201486375,1847,Secondary,13,20,Yes,National,299.01354
FRA,Female,6.521416926,1100,Upper_second,14,16,Yes,National,287.68979
FRA,Female,13.740710157,2080,Secondary,11,26,Yes,National,225.83515
FRA,Male,16.184971098,3500,Tertiary,17,8,Yes,National,193.45762
FRA,Male,22.941554271,4465,Upper_second,14,21,Yes,National,353.16033
FRA,Female,8.5879438481,1300,Secondary,11,20,,National,142.4808
FRA,Female,10.028561714,737.35,Secondary,11,32,Yes,National,181.43728
FRA,Male,30.828516378,5200,Upper_second,14,15,Yes,National,251.94146
FRA,Male,17.803468208,2695,Secondary,9,36,Yes,Non_national,253.11496
FRA,Female,8.2999851786,1400,Secondary,12,24,Yes,National,107.98721
FRA,Female,10.789980732,1400,Secondary,11,35,Yes,National,238.31642
FRA,Female,9.633911368,1500,Secondary,13,6,Yes,National,288.15012
FRA,Female,13.87283237,3300,Upper_second,14,20,Yes,National,338.83501
FRA,Female,19.267822736,3500,Tertiary,20,9,Yes,National,328.07053
FRA,Male,11.230388109,1700,Secondary,5,32,Yes,National,267.72172
FRA,Female,15.764582239,1500,Secondary,12,9,Yes,National,292.00148
FRA,Male,8.5184058412,1400,Secondary,12,0,No,National,321.3746
FRA,Female,9.2485549133,1400,Secondary,11,23,Yes,National,292.28218
FRA,Male,12.367253663,2300,Secondary,12,37,Yes,National,357.96448
FRA,Male,10.789980732,2100,Tertiary,15,3,Yes,National,316.11385
FRA,Female,15.414258189,2000,Secondary,12,13,Yes,National,279.68463
FRA,Male,8.6794130725,488,Secondary,11,30,Yes,National,331.46332
FRA,Female,15.606936416,2700,Secondary,5,38,,National,225.99552
FRA,Male,14.386640976,2800,Tertiary,17,22,,National,331.04492
FRA,Male,8.7861271676,1900,Secondary,5,33,Yes,National,225.85026
FRA,Male,9.083402147,1650,Tertiary,15,34,Yes,National,267.00811
FRA,Male,15.414258189,2600,Secondary,9,39,Yes,National,238.74211
FRA,Female,8.5879438481,1300,Secondary,9,5,Yes,Non_national,190.15873
FRA,Male,10.404624277,1350,Secondary,5,20,,National,309.97692
FRA,Female,10.578034682,1647,Upper_second,14,21,,National,294.29196
FRA,Female,11.412056152,1382,Secondary,12,26,No,National,274.23549
FRA,Male,13.87283237,2100,Secondary,11,9,Yes,Non_national,254.09164
FRA,Male,23.121387283,4000,Secondary,9,27,Yes,National,354.17311
FRA,Male,10.979355904,1662,Upper_second,14,14,Yes,National,280.31957
FRA,Female,15.330017475,2851,Secondary,12,23,,National,270.13896
FRA,Male,8.8631984586,2300,Secondary,11,22,Yes,National,262.31464
FRA,Male,10.671409515,1800,Secondary,11,27,Yes,National,315.20951
FRA,Male,8.0924855491,1400,Secondary,11,38,Yes,National,165.26261
FRA,Male,15.1940545,2300,Upper_second,14,21,,National,329.43827
FRA,Female,10.569777044,1600,Secondary,11,20,Yes,National,205.73362
FRA,Male,10.671409515,1800,Tertiary,14,24,Yes,National,232.20926
FRA,Male,12.086179716,2300,Secondary,13,35,,Non_national,275.33782
FRA,Male,11.791907514,2550,Secondary,11,24,Yes,National,220.49252
FRA,Male,19.524727039,3800,Upper_second,14,38,Yes,National,258.80773
FRA,Male,18.253726803,3000,Secondary,13,16,Yes,National,301.33837
FRA,Female,9.1536979398,1544,Upper_second,14,3,Yes,National,278.87885
FRA,Female,18.473395583,3116,Tertiary,20,24,,National,285.15243
FRA,Male,11.857121684,2000,Tertiary,17,,No,National,355.35723
FRA,Male,17.065785852,3100,Tertiary,15,14,Yes,National,293.94399
FRA,Male,16.955684008,2860,Secondary,11,10,Yes,National,316.85547
FRA,Female,19.618146786,2800,Upper_second,14,36,No,National,316.56459
FRA,Male,9.5127993394,1440,Upper_second,14,4,,National,315.29139
FRA,Male,12.777608762,2100,Tertiary,15,8,Yes,National,333.87663
FRA,Female,14.137076796,2140,Secondary,13,3,,National,235.30029
FRA,Male,10.569777044,1600,Secondary,11,9,Yes,National,210.24087
FRA,Male,10.019267823,2600,Tertiary,15,11,Yes,National,327.60769
FRA,Male,4.203888597,1800,Secondary,13,10,Yes,National,323.50071
FRA,Male,9.7999110716,1653,Secondary,13,6,No,National,233.93516
FRA,Female,8.6705202312,1500,Secondary,11,15,Yes,National,226.7276
FRA,Male,21.46985962,3900,Tertiary,17,12,Yes,National,366.82102
FRA,Male,15.414258189,2800,Secondary,11,35,Yes,National,257.73622
FRA,Male,7.2667217176,1100,Tertiary,17,1,No,National,334.69866
FRA,Female,11.560693642,1600,Secondary,11,28,No,National,204.47912
FRA,Female,16.497109827,2854,Secondary,12,25,Yes,National,326.7071
FRA,Female,9.7406254632,1643,Secondary,9,37,Yes,National,225.71243
FRA,Male,13.436829067,2034,Secondary,13,10,Yes,National,317.73538
FRA,Male,19.025598679,2880,Tertiary,15,26,,National,342.16998
FRA,Male,16.599970357,2800,Secondary,5,19,Yes,Non_national,198.88752
FRA,Male,11.890999174,1800,Secondary,11,30,Yes,National,276.91835
FRA,Male,11.560693642,1900,Upper_second,14,7,Yes,Non_national,322.7201
FRA,Female,8.4566473988,1463,Secondary,5,18,Yes,National,191.73258
FRA,Male,13.87283237,2100,Upper_second,14,14,Yes,National,306.62842
FRA,Male,12.845215157,2500,Upper_second,14,12,Yes,National,225.19369
FRA,Male,16.76300578,2900,Upper_second,14,12,Yes,National,344.93909
FRA,Female,9.5986787779,1453,Secondary,11,20,Yes,National,204.79713
FRA,Male,10.569777044,1600,Tertiary,17,5,Yes,Non_national,273.89229
FRA,Male,17.341040462,3000,Tertiary,17,28,No,National,304.63808
FRA,Female,10.569777044,1600,Secondary,13,14,No,National,282.27229
FRA,Male,14.09840688,2500,Primary,5,43,Yes,National,276.45447
FRA,Female,20.809248555,3600,Tertiary,17,30,No,National,312.32653
FRA,Male,8.6606110652,1311,Secondary,9,6,Yes,National,235.79347
FRA,Female,2.5690430315,200,Secondary,5,1,Yes,Non_national,174.58078
FRA,Female,8.8226346212,1450,Upper_second,14,29,No,National,262.83982
FRA,Male,12.716763006,2200,Tertiary,17,1,Yes,National,328.32649
FRA,Female,19.291907514,2670,Secondary,11,29,Yes,National,305.14378
FRA,Male,11.560693642,2100,Secondary,11,9,Yes,National,244.61453
FRA,Male,8.0462427746,870,Secondary,5,3,Yes,National,210.45503
FRA,Male,7.2667217176,1100,Secondary,11,3,Yes,National,286.38701
FRA,Female,11.248242462,1800,Tertiary,15,17,,National,349.93318
FRA,Female,9.485697347,1600,Secondary,11,20,No,National,213.11228
FRA,Female,10.623340103,1700,Tertiary,17,3,Yes,National,278.81705
FRA,Female,8.5879438481,1300,Tertiary,15,14,Yes,National,301.53344
FRA,Female,7.3988439306,800,Primary,5,35,,National,134.60638
FRA,Male,13.212221305,2000,Secondary,9,41,Yes,National,276.59972
FRA,Male,15.075144509,2608,Secondary,11,36,Yes,National,281.86962
FRA,Female,11.560693642,2000,Tertiary,15,8,Yes,National,364.05991
FRA,Female,11.890999174,1800,Secondary,9,30,Yes,National,223.74321
FRA,Male,17.175887696,2600,Secondary,11,40,Yes,National,224.30511
FRA,Female,11.230388109,1700,Tertiary,15,10,Yes,National,263.3446
FRA,Female,9.063583815,1372,Secondary,11,38,Yes,National,210.6208
FRA,Male,13.212221305,2000,Secondary,12,8,Yes,National,354.75412
FRA,Male,10.569777044,1600,Secondary,11,25,Yes,National,222.41646
FRA,Female,10.952236082,1800,Upper_second,14,0,No,National,235.21451
FRA,Male,9.1892693049,1550,Secondary,5,25,,National,166.10038
FRA,Male,14.450867052,2500,Tertiary,14,14,Yes,National,328.16936
FRA,Female,15.656482246,2370,Secondary,11,36,Yes,National,207.15563
FRA,Female,7.3568050447,1400,Tertiary,17,0,Yes,National,339.09539
FRA,Female,6.6859344894,694,Secondary,11,2,No,National,171.90635
FRA,Female,9.2485549133,1400,Tertiary,17,1,,National,302.40842
FRA,Female,15.854665566,2400,Secondary,12,28,Yes,National,261.43745
FRA,Female,13.275317919,2296.63,Secondary,12,31,Yes,National,311.20878
FRA,Female,4.6242774566,800,Secondary,9,20,Yes,National,235.97118
FRA,Male,14.602981442,2400,Primary,5,44,Yes,National,154.12761
FRA,Male,17.785682526,3000,Secondary,11,30,No,National,331.74821
FRA,Female,10.239471511,1550,Tertiary,15,35,,National,271.18781
FRA,Male,11.397483849,838,Tertiary,17,34,Yes,National,288.83157
FRA,Male,10.569777044,1600,Upper_second,14,15,Yes,National,301.13738
FRA,Female,8.6705202312,825,Secondary,11,10,Yes,National,202.15139
FRA,Female,7.6146435453,988,Secondary,5,10,Yes,National,286.71477
FRA,Female,9.9091659785,1500,Tertiary,15,8,,National,277.93829
